smiles,InChI Codes,InChI Keys,ChEMBL_IDs,target_molecule_pref_name,# Known Targets,Known Targets,document_journal,target_organism,nAcid,nBase,nAromAtom,nAromBond,nAtom,nHeavyAtom,nSpiro,nBridgehead,nHetero,nH,nB,nC,nN,nO,nS,nP,nF,nCl,nBr,nI,nX,nBonds,nBondsO,nBondsS,nBondsD,nBondsT,nBondsA,nBondsM,nBondsKS,nBondsKD,nHBAcc,nHBDon,Lipinski,GhoseFilter,nRing,n3Ring,n4Ring,n5Ring,n6Ring,n7Ring,n8Ring,n9Ring,n10Ring,n11Ring,n12Ring,nG12Ring,nHRing,n3HRing,n4HRing,n5HRing,n6HRing,n7HRing,n8HRing,n9HRing,n10HRing,n11HRing,n12HRing,nG12HRing,naRing,n3aRing,n4aRing,n5aRing,n6aRing,n7aRing,n8aRing,n9aRing,n10aRing,n11aRing,n12aRing,nG12aRing,naHRing,n3aHRing,n4aHRing,n5aHRing,n6aHRing,n7aHRing,n8aHRing,n9aHRing,n10aHRing,n11aHRing,n12aHRing,nG12aHRing,nARing,n3ARing,n4ARing,n5ARing,n6ARing,n7ARing,n8ARing,n9ARing,n10ARing,n11ARing,n12ARing,nG12ARing,nAHRing,n3AHRing,n4AHRing,n5AHRing,n6AHRing,n7AHRing,n8AHRing,n9AHRing,n10AHRing,n11AHRing,n12AHRing,nG12AHRing,nFRing,n4FRing,n5FRing,n6FRing,n7FRing,n8FRing,n9FRing,n10FRing,n11FRing,n12FRing,nG12FRing,nFHRing,n4FHRing,n5FHRing,n6FHRing,n7FHRing,n8FHRing,n9FHRing,n10FHRing,n11FHRing,n12FHRing,nG12FHRing,nFaRing,n4FaRing,n5FaRing,n6FaRing,n7FaRing,n8FaRing,n9FaRing,n10FaRing,n11FaRing,n12FaRing,nG12FaRing,nFaHRing,n4FaHRing,n5FaHRing,n6FaHRing,n7FaHRing,n8FaHRing,n9FaHRing,n10FaHRing,n11FaHRing,n12FaHRing,nG12FaHRing,nFARing,n4FARing,n5FARing,n6FARing,n7FARing,n8FARing,n9FARing,n10FARing,n11FARing,n12FARing,nG12FARing,nFAHRing,n4FAHRing,n5FAHRing,n6FAHRing,n7FAHRing,n8FAHRing,n9FAHRing,n10FAHRing,n11FAHRing,n12FAHRing,nG12FAHRing,nRot,RotRatio,SLogP,SMR,TopoPSA(NO),TopoPSA,MW,AMW,n13Ring,n14Ring,n15Ring,n16Ring,n17Ring,n18Ring,n19Ring,n20Ring,n21Ring,n22Ring,n23Ring,n24Ring,n25Ring,n26Ring,n27Ring,n28Ring,n29Ring,n30Ring,n31Ring,n32Ring,n33Ring,n34Ring,n35Ring,n36Ring,n37Ring,n38Ring,n39Ring,n40Ring,n41Ring,n42Ring,n43Ring,n44Ring,n45Ring,n46Ring,n47Ring,n48Ring,n49Ring,n50Ring,n51Ring,n52Ring,n53Ring,n54Ring,n55Ring,n56Ring,n57Ring,n58Ring,n59Ring,n60Ring,n61Ring,n62Ring,n63Ring,n64Ring,n65Ring,n66Ring,n67Ring,n68Ring,n69Ring,n70Ring,n71Ring,n72Ring,n73Ring,n74Ring,n75Ring,n76Ring,n77Ring,n78Ring,n79Ring,n80Ring,n81Ring,n82Ring,n83Ring,n84Ring,n85Ring,n86Ring,n87Ring,n88Ring,n89Ring,n90Ring,n91Ring,n92Ring,n93Ring,n94Ring,n95Ring,n96Ring,n97Ring,n98Ring,n99Ring,SmallestRS,LargestRS,nSugars,core_ester
CCC1OC(=O)/C=C\C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)CC(C)C(=O)/C=C\C=C/C1COC1OC(C)C(O)C(OC)C1OC,"InChI=1S/C37H61NO11/c1-11-29-26(20-45-37-35(44-10)34(43-9)31(41)25(6)47-37)14-12-13-15-28(39)22(3)18-23(4)33(21(2)16-17-30(40)48-29)49-36-32(42)27(38(7)8)19-24(5)46-36/h12-17,21-27,29,31-37,41-42H,11,18-20H2,1-10H3/b14-12-,15-13-,17-16-",DBTIHDIIXPQOFR-XRIULPJOSA-N,,,,,,,0,1,0,0,110,49,0,0,12,61,0,37,1,11,0,0,0,0,0,0,0,112,51,107,5,0,0,5,107,5,12,2,False,False,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.176470588,3.4376,183.3916,142.45,142.45,695.4244618,6.322040562000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16.0,2,1
CCC1OC(=O)/C=C\C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)CC(C)C(=O)/C=C\C=C/C1COC1OC(C)C(O)C(OC)C1OC,"InChI=1S/C37H61NO11/c1-11-29-26(20-45-37-35(44-10)34(43-9)31(41)25(6)47-37)14-12-13-15-28(39)22(3)18-23(4)33(21(2)16-17-30(40)48-29)49-36-32(42)27(38(7)8)19-24(5)46-36/h12-17,21-27,29,31-37,41-42H,11,18-20H2,1-10H3/b14-12-,15-13-,17-16-",DBTIHDIIXPQOFR-XRIULPJOSA-N,,,,,,,0,1,0,0,110,49,0,0,12,61,0,37,1,11,0,0,0,0,0,0,0,112,51,107,5,0,0,5,107,5,12,2,False,False,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.176470588,3.4376,183.3916,142.45,142.45,695.4244618,6.322040562000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16.0,2,1
CCC1OC(=O)/C=C\C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)CC(C)C(=O)/C=C\C=C/C1COC1OC(C)C(O)C(OC)C1OC,"InChI=1S/C37H61NO11/c1-11-29-26(20-45-37-35(44-10)34(43-9)31(41)25(6)47-37)14-12-13-15-28(39)22(3)18-23(4)33(21(2)16-17-30(40)48-29)49-36-32(42)27(38(7)8)19-24(5)46-36/h12-17,21-27,29,31-37,41-42H,11,18-20H2,1-10H3/b14-12-,15-13-,17-16-",DBTIHDIIXPQOFR-XRIULPJOSA-N,,,,,,,0,1,0,0,110,49,0,0,12,61,0,37,1,11,0,0,0,0,0,0,0,112,51,107,5,0,0,5,107,5,12,2,False,False,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.176470588,3.4376,183.3916,142.45,142.45,695.4244618,6.322040562000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16.0,2,1
CCC1OC(=O)/C=C\C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)CC(C)C(=O)/C=C\C=C/C1(O)COC1OC(C)C(O)C(OC)C1OC,"InChI=1S/C37H61NO12/c1-11-28-37(43,20-46-36-34(45-10)33(44-9)30(41)25(6)48-36)17-13-12-14-27(39)22(3)18-23(4)32(21(2)15-16-29(40)49-28)50-35-31(42)26(38(7)8)19-24(5)47-35/h12-17,21-26,28,30-36,41-43H,11,18-20H2,1-10H3/b14-12-,16-15-,17-13-",YZYNKVRRUWKKRX-PCUKNQLTSA-N,,,,,,,0,1,0,0,111,50,0,0,13,61,0,37,1,12,0,0,0,0,0,0,0,113,52,108,5,0,0,5,108,5,13,3,False,False,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.173076923,2.5525,184.8514,162.68,162.68,711.4193763999999,6.409183571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16.0,2,1
CCC1OC(=O)/C=C\C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)CC(C)C(=O)/C=C\C=C/C1(O)COC1OC(C)C(O)C(OC)C1OC,"InChI=1S/C37H61NO12/c1-11-28-37(43,20-46-36-34(45-10)33(44-9)30(41)25(6)48-36)17-13-12-14-27(39)22(3)18-23(4)32(21(2)15-16-29(40)49-28)50-35-31(42)26(38(7)8)19-24(5)47-35/h12-17,21-26,28,30-36,41-43H,11,18-20H2,1-10H3/b14-12-,16-15-,17-13-",YZYNKVRRUWKKRX-PCUKNQLTSA-N,,,,,,,0,1,0,0,111,50,0,0,13,61,0,37,1,12,0,0,0,0,0,0,0,113,52,108,5,0,0,5,108,5,13,3,False,False,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.173076923,2.5525,184.8514,162.68,162.68,711.4193763999999,6.409183571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16.0,2,1
COC1C(OC(C)=O)CC(=O)OC(C)C/C=C\C=C/C(O)C(C)CC(C(C)=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O,"InChI=1S/C37H61NO14/c1-19-16-25(21(3)39)33(34(46-10)27(50-24(6)40)17-28(42)47-20(2)14-12-11-13-15-26(19)41)52-36-31(43)30(38(8)9)32(22(4)49-36)51-29-18-37(7,45)35(44)23(5)48-29/h11-13,15,19-20,22-23,25-27,29-36,41,43-45H,14,16-18H2,1-10H3/b12-11-,15-13-",LEBFCVRGIGIUCD-CWENXQOLSA-N,,,,,,,0,1,0,0,113,52,0,0,15,61,0,37,1,14,0,0,0,0,0,0,0,115,54,110,5,0,0,5,110,5,15,4,False,False,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.148148148,1.4164,186.5232,199.98,199.98,743.4092056,6.578842527999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16.0,2,1
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](OC(C)=O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,"InChI=1S/C37H61NO14/c1-20-17-25(15-16-39)33(34(46-9)26(41)18-28(42)47-21(2)13-11-10-12-14-27(20)50-24(5)40)52-36-31(43)30(38(7)8)32(22(3)49-36)51-29-19-37(6,45)35(44)23(4)48-29/h10-12,14,16,20-23,25-27,29-36,41,43-45H,13,15,17-19H2,1-9H3/b11-10+,14-12+/t20-,21-,22-,23+,25+,26-,27+,29+,30-,31-,32-,33+,34+,35+,36+,37-/m1/s1",OOSHKFNVMAIZAT-PPWROTCTSA-N,CHEMBL3244596,None,1.0,CHEMBL612545,OOSHKFNVMAIZAT-PPWROTCTSA-N,None,0,1,0,0,113,52,0,0,15,61,0,37,1,14,0,0,0,0,0,0,0,115,54,110,5,0,0,5,110,5,15,4,False,False,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.166666667,1.4164,186.5232,199.98,199.98,743.4092056,6.578842527999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16.0,2,1
COC1C(O)CC(=O)OC(C)C/C=C\C=C/C(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(C)=O)C(C)O2)C(N(C)C)C1O,"InChI=1S/C37H61NO14/c1-20-17-25(15-16-39)33(34(46-9)27(42)18-28(43)47-21(2)13-11-10-12-14-26(20)41)52-36-31(44)30(38(7)8)32(22(3)49-36)51-29-19-37(6,45)35(23(4)48-29)50-24(5)40/h10-12,14,16,20-23,25-27,29-36,41-42,44-45H,13,15,17-19H2,1-9H3/b11-10-,14-12-",LOJFCOBMHWVESZ-QDUUWUCGSA-N,,,,,,,0,1,0,0,113,52,0,0,15,61,0,37,1,14,0,0,0,0,0,0,0,115,54,110,5,0,0,5,110,5,15,4,False,False,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.166666667,1.4164,186.5232,199.98,199.98,743.4092056,6.578842527999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16.0,2,1
COC1C(O)CC(=O)OC(C)C/C=C\C=C/C(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(C)=O)C(C)O2)C(N(C)C)C1O,"InChI=1S/C37H61NO14/c1-20-17-25(15-16-39)33(34(46-9)27(42)18-28(43)47-21(2)13-11-10-12-14-26(20)41)52-36-31(44)30(38(7)8)32(22(3)49-36)51-29-19-37(6,45)35(23(4)48-29)50-24(5)40/h10-12,14,16,20-23,25-27,29-36,41-42,44-45H,13,15,17-19H2,1-9H3/b11-10-,14-12-",LOJFCOBMHWVESZ-QDUUWUCGSA-N,,,,,,,0,1,0,0,113,52,0,0,15,61,0,37,1,14,0,0,0,0,0,0,0,115,54,110,5,0,0,5,110,5,15,4,False,False,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.166666667,1.4164,186.5232,199.98,199.98,743.4092056,6.578842527999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16.0,2,1
COC1C(O)CC(=O)OC(C)C/C=C\C=C/C(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(C)=O)C(C)O2)C(N(C)C)C1O,"InChI=1S/C37H61NO14/c1-20-17-25(15-16-39)33(34(46-9)27(42)18-28(43)47-21(2)13-11-10-12-14-26(20)41)52-36-31(44)30(38(7)8)32(22(3)49-36)51-29-19-37(6,45)35(23(4)48-29)50-24(5)40/h10-12,14,16,20-23,25-27,29-36,41-42,44-45H,13,15,17-19H2,1-9H3/b11-10-,14-12-",LOJFCOBMHWVESZ-QDUUWUCGSA-N,,,,,,,0,1,0,0,113,52,0,0,15,61,0,37,1,14,0,0,0,0,0,0,0,115,54,110,5,0,0,5,110,5,15,4,False,False,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.166666667,1.4164,186.5232,199.98,199.98,743.4092056,6.578842527999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16.0,2,1
COC1C(O)CC(=O)OC(C)C/C=C\C=C/C(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(C)=O)C(C)O2)C(N(C)C)C1O,"InChI=1S/C37H61NO14/c1-20-17-25(15-16-39)33(34(46-9)27(42)18-28(43)47-21(2)13-11-10-12-14-26(20)41)52-36-31(44)30(38(7)8)32(22(3)49-36)51-29-19-37(6,45)35(23(4)48-29)50-24(5)40/h10-12,14,16,20-23,25-27,29-36,41-42,44-45H,13,15,17-19H2,1-9H3/b11-10-,14-12-",LOJFCOBMHWVESZ-QDUUWUCGSA-N,,,,,,,0,1,0,0,113,52,0,0,15,61,0,37,1,14,0,0,0,0,0,0,0,115,54,110,5,0,0,5,110,5,15,4,False,False,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.166666667,1.4164,186.5232,199.98,199.98,743.4092056,6.578842527999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16.0,2,1
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,"InChI=1S/C37H61NO14/c1-20-17-25(15-16-39)33(34(46-9)27(50-24(5)40)18-28(42)47-21(2)13-11-10-12-14-26(20)41)52-36-31(43)30(38(7)8)32(22(3)49-36)51-29-19-37(6,45)35(44)23(4)48-29/h10-12,14,16,20-23,25-27,29-36,41,43-45H,13,15,17-19H2,1-9H3/b11-10+,14-12+/t20-,21-,22-,23+,25+,26+,27-,29+,30-,31-,32-,33+,34+,35+,36+,37-/m1/s1",VMPKXDLYZIGGMM-MXYURFFASA-N,CHEMBL3251856,None,1.0,CHEMBL612545,VMPKXDLYZIGGMM-MXYURFFASA-N,None,0,1,0,0,113,52,0,0,15,61,0,37,1,14,0,0,0,0,0,0,0,115,54,110,5,0,0,5,110,5,15,4,False,False,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.166666667,1.4164,186.5232,199.98,199.98,743.4092056,6.578842527999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16.0,2,1
CCC1OC(=O)/C=C\C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)CC(C)C(O)/C=C\C=C/C1COC1OC(C)C(O)C(OC)C1OC,"InChI=1S/C37H63NO11/c1-11-29-26(20-45-37-35(44-10)34(43-9)31(41)25(6)47-37)14-12-13-15-28(39)22(3)18-23(4)33(21(2)16-17-30(40)48-29)49-36-32(42)27(38(7)8)19-24(5)46-36/h12-17,21-29,31-37,39,41-42H,11,18-20H2,1-10H3/b14-12-,15-13-,17-16-",NQADLTSQCBMZJF-XRIULPJOSA-N,,,,,,,0,1,0,0,112,49,0,0,12,63,0,37,1,11,0,0,0,0,0,0,0,114,51,110,4,0,0,4,110,4,12,3,False,False,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.176470588,3.2294,184.3914,145.61,145.61,697.4401118,6.2271438560000005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16.0,2,1
