smiles,InChI Codes,InChI Keys,ChEMBL_IDs,target_molecule_pref_name,# Known Targets,Known Targets,document_journal,target_organism,nAcid,nBase,nAromAtom,nAromBond,nAtom,nHeavyAtom,nSpiro,nBridgehead,nHetero,nH,nB,nC,nN,nO,nS,nP,nF,nCl,nBr,nI,nX,nBonds,nBondsO,nBondsS,nBondsD,nBondsT,nBondsA,nBondsM,nBondsKS,nBondsKD,nHBAcc,nHBDon,Lipinski,GhoseFilter,nRing,n3Ring,n4Ring,n5Ring,n6Ring,n7Ring,n8Ring,n9Ring,n10Ring,n11Ring,n12Ring,nG12Ring,nHRing,n3HRing,n4HRing,n5HRing,n6HRing,n7HRing,n8HRing,n9HRing,n10HRing,n11HRing,n12HRing,nG12HRing,naRing,n3aRing,n4aRing,n5aRing,n6aRing,n7aRing,n8aRing,n9aRing,n10aRing,n11aRing,n12aRing,nG12aRing,naHRing,n3aHRing,n4aHRing,n5aHRing,n6aHRing,n7aHRing,n8aHRing,n9aHRing,n10aHRing,n11aHRing,n12aHRing,nG12aHRing,nARing,n3ARing,n4ARing,n5ARing,n6ARing,n7ARing,n8ARing,n9ARing,n10ARing,n11ARing,n12ARing,nG12ARing,nAHRing,n3AHRing,n4AHRing,n5AHRing,n6AHRing,n7AHRing,n8AHRing,n9AHRing,n10AHRing,n11AHRing,n12AHRing,nG12AHRing,nFRing,n4FRing,n5FRing,n6FRing,n7FRing,n8FRing,n9FRing,n10FRing,n11FRing,n12FRing,nG12FRing,nFHRing,n4FHRing,n5FHRing,n6FHRing,n7FHRing,n8FHRing,n9FHRing,n10FHRing,n11FHRing,n12FHRing,nG12FHRing,nFaRing,n4FaRing,n5FaRing,n6FaRing,n7FaRing,n8FaRing,n9FaRing,n10FaRing,n11FaRing,n12FaRing,nG12FaRing,nFaHRing,n4FaHRing,n5FaHRing,n6FaHRing,n7FaHRing,n8FaHRing,n9FaHRing,n10FaHRing,n11FaHRing,n12FaHRing,nG12FaHRing,nFARing,n4FARing,n5FARing,n6FARing,n7FARing,n8FARing,n9FARing,n10FARing,n11FARing,n12FARing,nG12FARing,nFAHRing,n4FAHRing,n5FAHRing,n6FAHRing,n7FAHRing,n8FAHRing,n9FAHRing,n10FAHRing,n11FAHRing,n12FAHRing,nG12FAHRing,nRot,RotRatio,SLogP,SMR,TopoPSA(NO),TopoPSA,MW,AMW,n13Ring,n14Ring,n15Ring,n16Ring,n17Ring,n18Ring,n19Ring,n20Ring,n21Ring,n22Ring,n23Ring,n24Ring,n25Ring,n26Ring,n27Ring,n28Ring,n29Ring,n30Ring,n31Ring,n32Ring,n33Ring,n34Ring,n35Ring,n36Ring,n37Ring,n38Ring,n39Ring,n40Ring,n41Ring,n42Ring,n43Ring,n44Ring,n45Ring,n46Ring,n47Ring,n48Ring,n49Ring,n50Ring,n51Ring,n52Ring,n53Ring,n54Ring,n55Ring,n56Ring,n57Ring,n58Ring,n59Ring,n60Ring,n61Ring,n62Ring,n63Ring,n64Ring,n65Ring,n66Ring,n67Ring,n68Ring,n69Ring,n70Ring,n71Ring,n72Ring,n73Ring,n74Ring,n75Ring,n76Ring,n77Ring,n78Ring,n79Ring,n80Ring,n81Ring,n82Ring,n83Ring,n84Ring,n85Ring,n86Ring,n87Ring,n88Ring,n89Ring,n90Ring,n91Ring,n92Ring,n93Ring,n94Ring,n95Ring,n96Ring,n97Ring,n98Ring,n99Ring,SmallestRS,LargestRS,nSugars,core_ester
CCCO[C@@]1(C)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@H]1O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O,"InChI=1S/C40H73NO13/c1-15-17-49-39(10)19-21(3)30(42)23(5)33(44)40(11,47)28(16-2)52-36(46)25(7)32(53-29-20-38(9,48-14)34(45)26(8)51-29)24(6)35(39)54-37-31(43)27(41(12)13)18-22(4)50-37/h21-29,31-35,37,43-45,47H,15-20H2,1-14H3/t21-,22-,23+,24+,25-,26+,27+,28-,29+,31-,32+,33-,34+,35-,37+,38-,39+,40-/m1/s1",FHZHJCFJBQHCRH-WCBWBZFLSA-N,CHEMBL435255,,,,,Rattus norvegicus,0,1,0,0,127,54,0,0,14,73,0,40,1,13,0,0,0,0,0,0,0,129,56,127,2,0,0,2,127,2,14,4,False,False,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.17857142899999998,3.2199,200.2822,182.91,182.91,775.5081914,6.106363712,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,14.0,2,1
C=C(C)CN(C)[C@H]1C[C@@H](C)O[C@@H](O[C@@H]2[C@@H](C)[C@H](O[C@@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)[C@@H](O)[C@H](C)C[C@@]2(C)O)[C@@H]1O,"InChI=1S/C40H73NO13/c1-15-28-40(12,48)33(44)23(6)30(42)21(4)17-38(10,47)35(54-37-31(43)27(16-22(5)50-37)41(13)19-20(2)3)24(7)32(25(8)36(46)52-28)53-29-18-39(11,49-14)34(45)26(9)51-29/h21-35,37,42-45,47-48H,2,15-19H2,1,3-14H3/t21-,22-,23+,24+,25-,26+,27+,28-,29-,30+,31-,32+,33-,34+,35-,37+,38-,39-,40-/m1/s1",KFMAUXSXTFRUNO-OQUJSINCSA-N,CHEMBL1256536,None,1.0,CHEMBL5306,KFMAUXSXTFRUNO-OQUJSINCSA-N,,0,1,0,0,127,54,0,0,14,73,0,40,1,13,0,0,0,0,0,0,0,129,56,127,2,0,0,2,127,2,14,6,False,False,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.16071428599999998,2.5237,201.0148,197.07,197.07,775.5081914,6.106363712,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,14.0,2,1
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@](O)(CNCC(F)(F)F)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN[C@H](C)[C@@H](O)[C@]1(C)O,"InChI=1S/C40H74F3N3O12/c1-14-28-38(10,51)32(48)25(6)45-18-21(2)16-36(8,50)33(58-35-30(47)27(46(11)12)15-22(3)54-35)23(4)31(24(5)34(49)56-28)57-29-17-37(9,53-13)39(52,26(7)55-29)19-44-20-40(41,42)43/h21-33,35,44-45,47-48,50-52H,14-20H2,1-13H3/t21-,22-,23+,24-,25-,26+,27+,28-,29+,30-,31+,32-,33-,35+,36-,37-,38-,39-/m1/s1",NDMDSMMHJFITBH-VSYZXMJYSA-N,CHEMBL96164,,,,,None,0,3,0,0,132,58,0,0,18,74,0,40,3,12,0,0,3,0,0,0,3,134,60,133,1,0,0,1,133,1,15,7,False,False,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.166666667,2.0806,207.4194,200.9,200.9,845.5224595000001,6.405473177999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,15.0,2,1
C=CC[C@@]1(O)[C@H](C)O[C@@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@](C)(O)C[C@@H](C)CN[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]2C)C[C@@]1(C)OC,"InChI=1S/C40H74N2O12/c1-15-17-40(48)27(8)51-30(20-38(40,10)49-14)53-32-24(5)34(54-36-31(43)28(42(12)13)18-23(4)50-36)37(9,46)19-22(3)21-41-26(7)33(44)39(11,47)29(16-2)52-35(45)25(32)6/h15,22-34,36,41,43-44,46-48H,1,16-21H2,2-14H3/t22-,23-,24+,25-,26-,27+,28+,29-,30+,31-,32+,33-,34-,36+,37-,38-,39-,40-/m1/s1",SKPBSRJBKOSDKH-BMNWWTOTSA-N,CHEMBL292597,,,,,None,0,2,0,0,128,54,0,0,14,74,0,40,2,12,0,0,0,0,0,0,0,130,56,128,2,0,0,2,128,2,14,6,False,False,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.16071428599999998,2.5048,203.3087,188.87,188.87,774.5241758,6.050970124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,15.0,2,1
C=CCN1C[C@H](C)C[C@@](C)(O)[C@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@H]1C,"InChI=1S/C40H74N2O12/c1-15-17-42-21-22(3)19-38(9,47)35(54-37-31(43)28(41(12)13)18-23(4)50-37)24(5)32(53-30-20-39(10,49-14)34(45)27(8)51-30)25(6)36(46)52-29(16-2)40(11,48)33(44)26(42)7/h15,22-35,37,43-45,47-48H,1,16-21H2,2-14H3/t22-,23-,24+,25-,26-,27+,28+,29-,30+,31-,32+,33-,34+,35-,37+,38-,39-,40-/m1/s1",NNIKCSLUEOVQHQ-WNXQIHLLSA-N,CHEMBL1774291,None,1.0,CHEMBL612888,NNIKCSLUEOVQHQ-WNXQIHLLSA-N,"Homo sapiens,None,Escherichia coli K-12",0,2,0,0,128,54,0,0,14,74,0,40,2,12,0,0,0,0,0,0,0,130,56,128,2,0,0,2,128,2,14,5,False,False,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.16071428599999998,2.4569,203.31900000000002,180.08,180.08,774.5241758,6.050970124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,15.0,2,1
C=CO[C@]1(C)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@H]1O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O,"InChI=1S/C40H74N2O12/c1-16-29-40(11,47)33(44)26(7)42(14)21-22(3)19-39(10,49-17-2)35(54-37-31(43)28(41(12)13)18-23(4)50-37)24(5)32(25(6)36(46)52-29)53-30-20-38(9,48-15)34(45)27(8)51-30/h17,22-35,37,43-45,47H,2,16,18-21H2,1,3-15H3/t22-,23-,24+,25-,26-,27+,28+,29-,30+,31-,32+,33-,34+,35-,37+,38-,39-,40-/m1/s1",UZNFCBLYTIIHQL-WNXQIHLLSA-N,CHEMBL1774301,None,1.0,CHEMBL612888,UZNFCBLYTIIHQL-WNXQIHLLSA-N,"Homo sapiens,None,Escherichia coli K-12",0,2,0,0,128,54,0,0,14,74,0,40,2,12,0,0,0,0,0,0,0,130,56,128,2,0,0,2,128,2,14,4,False,False,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.16071428599999998,3.0685,203.2422,169.08,169.08,774.5241758,6.050970124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,15.0,2,1
CCCO/N=C1/[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@H]1C,"InChI=1S/C40H74N2O13/c1-15-17-50-41-30-21(3)19-38(9,47)35(55-37-31(43)27(42(12)13)18-22(4)51-37)24(6)32(54-29-20-39(10,49-14)34(45)26(8)52-29)25(7)36(46)53-28(16-2)40(11,48)33(44)23(30)5/h21-29,31-35,37,43-45,47-48H,15-20H2,1-14H3/b41-30+/t21-,22-,23+,24+,25-,26+,27+,28-,29+,31-,32+,33-,34+,35-,37+,38-,39-,40-/m1/s1",KXHJXWAETIZHBQ-LHOBRSKNSA-N,CHEMBL1774287,None,1.0,CHEMBL612888,KXHJXWAETIZHBQ-LHOBRSKNSA-N,"Homo sapiens,None,Escherichia coli K-12",0,1,0,0,129,55,0,0,15,74,0,40,2,13,0,0,0,0,0,0,0,131,57,129,2,0,0,2,129,2,15,5,False,False,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.175438596,2.9991,204.929,198.43,198.43,790.5190904,6.128054965,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,14.0,2,1
CCCO/N=C1/[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@H](C)[C@@H](OC2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@H]1C,"InChI=1S/C40H74N2O13/c1-15-17-50-41-30-21(3)19-38(9,47)35(55-37-31(43)27(42(12)13)18-22(4)51-37)24(6)32(54-29-20-39(10,49-14)34(45)26(8)52-29)25(7)36(46)53-28(16-2)40(11,48)33(44)23(30)5/h21-29,31-35,37,43-45,47-48H,15-20H2,1-14H3/b41-30+/t21-,22-,23+,24+,25-,26+,27+,28-,29?,31-,32+,33-,34+,35-,37+,38-,39-,40-/m1/s1",KXHJXWAETIZHBQ-GBPNTQPBSA-N,,,,,,,0,1,0,0,129,55,0,0,15,74,0,40,2,13,0,0,0,0,0,0,0,131,57,129,2,0,0,2,129,2,15,5,False,False,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.175438596,2.9991,204.929,198.43,198.43,790.5190904,6.128054965,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,14.0,2,1
C=CCN1C[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)C(N)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@H]1C,"InChI=1S/C40H75N3O11/c1-15-17-43-21-22(3)34(45)40(11,48)29(16-2)52-36(46)26(7)32(53-30-20-39(10,49-14)33(41)27(8)51-30)25(6)35(38(9,47)19-23(43)4)54-37-31(44)28(42(12)13)18-24(5)50-37/h15,22-35,37,44-45,47-48H,1,16-21,41H2,2-14H3/t22-,23+,24+,25-,26+,27-,28-,29+,30-,31+,32-,33?,34+,35+,37-,38+,39+,40+/m0/s1",AEBGBWRCVGILDN-JDDDQEIHSA-N,CHEMBL269195,,,,,None,0,3,0,0,129,54,0,0,14,75,0,40,3,11,0,0,0,0,0,0,0,131,56,129,2,0,0,2,129,2,14,5,False,False,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.16071428599999998,2.4233,205.2876,185.87,185.87,773.5401602000001,5.996435351000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,15.0,2,1
CCNC(=O)N1C[C@H](C)C[C@@](C)(O)[C@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@H]1C,"InChI=1S/C40H75N3O13/c1-15-28-40(11,50)32(45)25(7)43(37(48)41-16-2)20-21(3)18-38(9,49)34(56-36-30(44)27(42(12)13)17-22(4)52-36)23(5)31(24(6)35(47)54-28)55-29-19-39(10,51-14)33(46)26(8)53-29/h21-34,36,44-46,49-50H,15-20H2,1-14H3,(H,41,48)/t21-,22-,23+,24-,25-,26+,27+,28-,29+,30-,31+,32-,33+,34-,36+,38-,39-,40-/m1/s1",XOGPUPVLTFTHKE-HBAGPBAQSA-N,CHEMBL1774293,None,1.0,CHEMBL612888,XOGPUPVLTFTHKE-HBAGPBAQSA-N,"Homo sapiens,None,Escherichia coli K-12",0,1,0,0,131,56,0,0,16,75,0,40,3,13,0,0,0,0,0,0,0,133,58,131,2,0,0,2,131,2,14,6,False,False,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.137931034,2.0004,207.3277,209.18,209.18,805.5299894999999,6.149083889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,15.0,2,1
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)CC(C)(C)O)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@H]1C,"InChI=1S/C40H75NO13/c1-15-28-22(4)31(43)23(5)30(42)20(2)17-39(11,48)35(54-37-32(44)27(16-21(3)50-37)41(13)19-38(9,10)47)24(6)33(25(7)36(46)52-28)53-29-18-40(12,49-14)34(45)26(8)51-29/h20-35,37,42-45,47-48H,15-19H2,1-14H3/t20-,21-,22+,23+,24+,25-,26+,27+,28-,29-,30+,31+,32-,33+,34+,35-,37+,39-,40-/m1/s1",QXIZRTNUSJQSTE-UXOHALOQSA-N,CHEMBL1256558,None,1.0,CHEMBL5306,QXIZRTNUSJQSTE-UXOHALOQSA-N,,0,1,0,0,129,54,0,0,14,75,0,40,1,13,0,0,0,0,0,0,0,131,56,130,1,0,0,1,130,1,14,6,False,False,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.16071428599999998,2.6036,201.0388,197.07,197.07,777.5238415,6.0273166,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,14.0,2,1
