target_chembl_id,target_organism,document_journal,document_year,activity_id,standard_type,molecule_pref_name,target_pref_name,assay_chembl_id,bao_format,pchembl_value,assay_description
CHEMBL3879801,None,J Nat Prod,2016,16796390,IC50,None,NON-PROTEIN TARGET,CHEMBL3867969,BAO_0000219,5.47,Cytotoxicity against mouse L5178Y cells by MTT assay
CHEMBL3879801,None,J Nat Prod,2016,16796402,IC50,None,NON-PROTEIN TARGET,CHEMBL3867970,BAO_0000219,5.92,Cytotoxicity against human A2780 cells by MTT assay
