target_chembl_id,target_organism,document_journal,document_year,activity_id,standard_type,molecule_pref_name,target_pref_name,assay_chembl_id,bao_format,pchembl_value,assay_description
CHEMBL383,Homo sapiens,J. Nat. Prod.,2015,15614215,IC50,None,HL-60,CHEMBL3583761,BAO_0000219,4.72,Cytotoxicity against human HL60 cells after 72 hrs by Trypan blue dye exclusion assay
CHEMBL399,Homo sapiens,J. Nat. Prod.,2015,15614216,IC50,None,HeLa,CHEMBL3583760,BAO_0000219,4.32,Cytotoxicity against human HeLa cells after 72 hrs by Trypan blue dye exclusion assay
