target_chembl_id,target_organism,document_journal,document_year,activity_id,standard_type,molecule_pref_name,target_pref_name,assay_chembl_id,bao_format,pchembl_value,assay_description
CHEMBL387,Homo sapiens,J. Nat. Prod.,2006,2537909,IC50,KAHALALIDE R,MCF7,CHEMBL972012,BAO_0000219,6.85,Cytotoxicity against human MCF7 cells after 24 hrs by MTT assay
CHEMBL3879801,None,J. Nat. Prod.,2006,2537910,IC50,KAHALALIDE R,NON-PROTEIN TARGET,CHEMBL972013,BAO_0000219,5.37,Cytotoxicity against mouse L1578Y cells after 24 hrs by MTT assay
