target_chembl_id,target_organism,document_journal,document_year,activity_id,standard_type,molecule_pref_name,target_pref_name,assay_chembl_id,bao_format,pchembl_value,assay_description
CHEMBL1075459,Homo sapiens,None,None,13252621,IC50,TEMSIROLIMUS,HCC1954,CHEMBL2363262,BAO_0000219,5.6,SANGER: Inhibition of human HCC1954 cell growth in a cell viability assay.
CHEMBL1075472,Homo sapiens,None,None,13252939,IC50,TEMSIROLIMUS,HTC-C3,CHEMBL2363298,BAO_0000219,7.17,SANGER: Inhibition of human HTC-C3 cell growth in a cell viability assay.
CHEMBL614582,Homo sapiens,None,None,13253073,IC50,TEMSIROLIMUS,HuTu80,CHEMBL2363299,BAO_0000219,4.36,SANGER: Inhibition of human HUTU-80 cell growth in a cell viability assay.
CHEMBL612264,None,None,None,13253119,IC50,TEMSIROLIMUS,KG-1,CHEMBL2363333,BAO_0000219,7.89,SANGER: Inhibition of human KG-1 cell growth in a cell viability assay.
CHEMBL2366154,Homo sapiens,None,None,13253249,IC50,TEMSIROLIMUS,KGN,CHEMBL2363334,BAO_0000219,6.53,SANGER: Inhibition of human KGN cell growth in a cell viability assay.
CHEMBL2366136,Homo sapiens,None,None,13253443,IC50,TEMSIROLIMUS,LB1047-RCC,CHEMBL2363368,BAO_0000219,7.2,SANGER: Inhibition of human LB1047-RCC cell growth in a cell viability assay.
CHEMBL1075495,Homo sapiens,None,None,13253655,IC50,TEMSIROLIMUS,MC-IXC,CHEMBL2363402,BAO_0000219,5.69,SANGER: Inhibition of human MC-IXC cell growth in a cell viability assay.
CHEMBL2366256,Homo sapiens,None,None,13253794,IC50,TEMSIROLIMUS,MC116,CHEMBL2363403,BAO_0000219,7.59,SANGER: Inhibition of human MC116 cell growth in a cell viability assay.
CHEMBL2366357,Homo sapiens,None,None,13253945,IC50,TEMSIROLIMUS,MPP-89,CHEMBL2363440,BAO_0000219,6.23,SANGER: Inhibition of human MPP-89 cell growth in a cell viability assay.
CHEMBL1075514,Homo sapiens,None,None,13254216,IC50,TEMSIROLIMUS,NCI-H1563,CHEMBL2363475,BAO_0000219,6.98,SANGER: Inhibition of human NCI-H1563 cell growth in a cell viability assay.
CHEMBL1075538,Homo sapiens,None,None,13254351,IC50,TEMSIROLIMUS,NCI-H2347,CHEMBL2363518,BAO_0000219,5.44,SANGER: Inhibition of human NCI-H2347 cell growth in a cell viability assay.
CHEMBL1075539,Homo sapiens,None,None,13254450,IC50,TEMSIROLIMUS,NCI-H2405,CHEMBL2363519,BAO_0000219,5.33,SANGER: Inhibition of human NCI-H2405 cell growth in a cell viability assay.
CHEMBL2366133,Homo sapiens,None,None,13254613,IC50,TEMSIROLIMUS,NKM-1,CHEMBL2363558,BAO_0000219,6.7,SANGER: Inhibition of human NKM-1 cell growth in a cell viability assay.
CHEMBL2366349,Homo sapiens,None,None,13254743,IC50,TEMSIROLIMUS,NMC-G1,CHEMBL2363559,BAO_0000219,6.68,SANGER: Inhibition of human NMC-G1 cell growth in a cell viability assay.
CHEMBL2366337,Homo sapiens,None,None,13254826,IC50,TEMSIROLIMUS,QIMR-WIL,CHEMBL2363593,BAO_0000219,8.24,SANGER: Inhibition of human QIMR-WIL cell growth in a cell viability assay.
CHEMBL2366191,Homo sapiens,None,None,13254956,IC50,TEMSIROLIMUS,RCC10RGB,CHEMBL2363594,BAO_0000219,5.17,SANGER: Inhibition of human RCC10RGB cell growth in a cell viability assay.
CHEMBL614905,Homo sapiens,None,None,13255059,IC50,TEMSIROLIMUS,SF-126,CHEMBL2363630,BAO_0000219,7.64,SANGER: Inhibition of human SF126 cell growth in a cell viability assay.
CHEMBL613977,Homo sapiens,None,None,13255198,IC50,TEMSIROLIMUS,SF-268,CHEMBL2363631,BAO_0000219,6.27,SANGER: Inhibition of human SF268 cell growth in a cell viability assay.
CHEMBL1075585,Homo sapiens,None,None,13255316,IC50,TEMSIROLIMUS,SNU-449,CHEMBL2363668,BAO_0000219,6.31,SANGER: Inhibition of human SNU-449 cell growth in a cell viability assay.
CHEMBL2366092,Homo sapiens,None,None,13255494,IC50,TEMSIROLIMUS,TE-1,CHEMBL2363707,BAO_0000219,5.92,SANGER: Inhibition of human TE-1 cell growth in a cell viability assay.
CHEMBL2366308,Homo sapiens,None,None,13255633,IC50,TEMSIROLIMUS,TE-10,CHEMBL2363788,BAO_0000219,4.84,SANGER: Inhibition of human TE-10 cell growth in a cell viability assay.
CHEMBL612815,Homo sapiens,None,None,13255871,IC50,TEMSIROLIMUS,YAPC,CHEMBL2363825,BAO_0000219,5.51,SANGER: Inhibition of human YAPC cell growth in a cell viability assay.
CHEMBL2366164,Homo sapiens,None,None,13255932,IC50,TEMSIROLIMUS,YH-13,CHEMBL2363826,BAO_0000219,7.39,SANGER: Inhibition of human YH-13 cell growth in a cell viability assay.
CHEMBL2366307,Homo sapiens,None,None,13256022,IC50,TEMSIROLIMUS,EW-3,CHEMBL2363228,BAO_0000219,7.31,SANGER: Inhibition of human EW-3 cell growth in a cell viability assay.
CHEMBL2366221,Homo sapiens,None,None,13256180,IC50,TEMSIROLIMUS,HCC2218,CHEMBL2363264,BAO_0000219,6.18,SANGER: Inhibition of human HCC2218 cell growth in a cell viability assay.
CHEMBL613855,Homo sapiens,None,None,13256279,IC50,TEMSIROLIMUS,HCC 2998,CHEMBL2363265,BAO_0000219,5.41,SANGER: Inhibition of human HCC2998 cell growth in a cell viability assay.
CHEMBL1075460,Homo sapiens,None,None,13256378,IC50,TEMSIROLIMUS,HCC38,CHEMBL2363266,BAO_0000219,5.88,SANGER: Inhibition of human HCC38 cell growth in a cell viability assay.
CHEMBL614645,Homo sapiens,None,None,13256475,IC50,TEMSIROLIMUS,Hs-578T,CHEMBL2363300,BAO_0000219,7.18,SANGER: Inhibition of human Hs-578-T cell growth in a cell viability assay.
CHEMBL614581,Homo sapiens,None,None,13256573,IC50,TEMSIROLIMUS,HuCCT-1,CHEMBL2363301,BAO_0000219,5.8,SANGER: Inhibition of human HuCCT1 cell growth in a cell viability assay.
CHEMBL2366229,Homo sapiens,None,None,13256707,IC50,TEMSIROLIMUS,KINGS-1,CHEMBL2363335,BAO_0000219,6.51,SANGER: Inhibition of human KINGS-1 cell growth in a cell viability assay.
CHEMBL2366239,Homo sapiens,None,None,13256831,IC50,TEMSIROLIMUS,KLE,CHEMBL2363336,BAO_0000219,5.8,SANGER: Inhibition of human KLE cell growth in a cell viability assay.
CHEMBL2366330,Homo sapiens,None,None,13256901,IC50,TEMSIROLIMUS,LB2241-RCC,CHEMBL2363369,BAO_0000219,7.41,SANGER: Inhibition of human LB2241-RCC cell growth in a cell viability assay.
CHEMBL2366335,Homo sapiens,None,None,13257040,IC50,TEMSIROLIMUS,LB2518-MEL,CHEMBL2363370,BAO_0000219,5.5,SANGER: Inhibition of human LB2518-MEL cell growth in a cell viability assay.
CHEMBL387,Homo sapiens,None,None,13257204,IC50,TEMSIROLIMUS,MCF7,CHEMBL2363404,BAO_0000219,6.24,SANGER: Inhibition of human MCF7 cell growth in a cell viability assay.
CHEMBL2366125,Homo sapiens,None,None,13257483,IC50,TEMSIROLIMUS,MS-1,CHEMBL2363442,BAO_0000219,6.52,SANGER: Inhibition of human MS-1 cell growth in a cell viability assay.
CHEMBL1075515,Homo sapiens,None,None,13257621,IC50,TEMSIROLIMUS,NCI-H1573,CHEMBL2363476,BAO_0000219,6.12,SANGER: Inhibition of human NCI-H1573 cell growth in a cell viability assay.
CHEMBL1075516,Homo sapiens,None,None,13257760,IC50,TEMSIROLIMUS,NCI-H1581,CHEMBL2363477,BAO_0000219,6.11,SANGER: Inhibition of human NCI-H1581 cell growth in a cell viability assay.
CHEMBL1075540,Homo sapiens,None,None,13257868,IC50,TEMSIROLIMUS,NCI-H2452,CHEMBL2363520,BAO_0000219,6.56,SANGER: Inhibition of human NCI-H2452 cell growth in a cell viability assay.
CHEMBL1075541,Homo sapiens,None,None,13257968,IC50,TEMSIROLIMUS,NCI-H28,CHEMBL2363522,BAO_0000219,6.43,SANGER: Inhibition of human NCI-H28 cell growth in a cell viability assay.
CHEMBL614733,None,None,None,13258067,IC50,TEMSIROLIMUS,NCI-H292,CHEMBL2363523,BAO_0000219,8.01,SANGER: Inhibition of human NCI-H292 cell growth in a cell viability assay.
CHEMBL2366198,Homo sapiens,None,None,13258202,IC50,TEMSIROLIMUS,NOMO-1,CHEMBL2363560,BAO_0000219,6.78,SANGER: Inhibition of human NOMO-1 cell growth in a cell viability assay.
CHEMBL1075562,Homo sapiens,None,None,13258375,IC50,TEMSIROLIMUS,RCM-1,CHEMBL2363595,BAO_0000219,5.04,SANGER: Inhibition of human RCM-1 cell growth in a cell viability assay.
CHEMBL614144,Homo sapiens,None,None,13258474,IC50,TEMSIROLIMUS,RD,CHEMBL2363596,BAO_0000219,6.84,SANGER: Inhibition of human RD cell growth in a cell viability assay.
CHEMBL614908,Homo sapiens,None,None,13258618,IC50,TEMSIROLIMUS,SF-295,CHEMBL2363632,BAO_0000219,7.22,SANGER: Inhibition of human SF295 cell growth in a cell viability assay.
CHEMBL614860,Homo sapiens,None,None,13258756,IC50,TEMSIROLIMUS,SF-539,CHEMBL2363633,BAO_0000219,6.92,SANGER: Inhibition of human SF539 cell growth in a cell viability assay.
CHEMBL2366279,Homo sapiens,None,None,13258875,IC50,TEMSIROLIMUS,SNU-C2B,CHEMBL2363671,BAO_0000219,6.13,SANGER: Inhibition of human SNU-C2B cell growth in a cell viability assay.
CHEMBL2366166,Homo sapiens,None,None,13259077,IC50,TEMSIROLIMUS,TE-11,CHEMBL2363789,BAO_0000219,6.47,SANGER: Inhibition of human TE-11 cell growth in a cell viability assay.
CHEMBL2366278,Homo sapiens,None,None,13259216,IC50,TEMSIROLIMUS,TE-12,CHEMBL2363790,BAO_0000219,6.15,SANGER: Inhibition of human TE-12 cell growth in a cell viability assay.
CHEMBL1075612,Homo sapiens,None,None,13259350,IC50,TEMSIROLIMUS,YKG-1,CHEMBL2363827,BAO_0000219,6.55,SANGER: Inhibition of human YKG-1 cell growth in a cell viability assay.
CHEMBL1075613,Homo sapiens,None,None,13259489,IC50,TEMSIROLIMUS,ZR-75-30,CHEMBL2363829,BAO_0000219,6.55,SANGER: Inhibition of human ZR-75-30 cell growth in a cell viability assay.
CHEMBL614489,Homo sapiens,None,None,13259508,IC50,TEMSIROLIMUS,EOL1,CHEMBL2363230,BAO_0000219,7.79,SANGER: Inhibition of human EoL-1-cell cell growth in a cell viability assay.
CHEMBL612250,Homo sapiens,None,None,13259591,IC50,TEMSIROLIMUS,FaDu,CHEMBL2363231,BAO_0000219,5.3,SANGER: Inhibition of human FADU cell growth in a cell viability assay.
CHEMBL1075445,Homo sapiens,None,None,13259690,IC50,TEMSIROLIMUS,FTC-133,CHEMBL2363232,BAO_0000219,7.3,SANGER: Inhibition of human FTC-133 cell growth in a cell viability assay.
CHEMBL1075461,Homo sapiens,None,None,13259797,IC50,TEMSIROLIMUS,HCC70,CHEMBL2363267,BAO_0000219,6.8,SANGER: Inhibition of human HCC70 cell growth in a cell viability assay.
CHEMBL2366207,Homo sapiens,None,None,13259921,IC50,TEMSIROLIMUS,HCE-4,CHEMBL2363268,BAO_0000219,5.52,SANGER: Inhibition of human HCE-4 cell growth in a cell viability assay.
CHEMBL614039,Homo sapiens,None,None,13259992,IC50,TEMSIROLIMUS,Huh-7,CHEMBL2363302,BAO_0000219,7.91,SANGER: Inhibition of human HuH-7 cell growth in a cell viability assay.
CHEMBL1075475,Homo sapiens,None,None,13260091,IC50,TEMSIROLIMUS,HuO-3N1,CHEMBL2363303,BAO_0000219,7.64,SANGER: Inhibition of human HuO-3N1 cell growth in a cell viability assay.
CHEMBL1075476,Homo sapiens,None,None,13260166,IC50,TEMSIROLIMUS,HuO9,CHEMBL2363304,BAO_0000219,6.75,SANGER: Inhibition of human HuO9 cell growth in a cell viability assay.
CHEMBL2366250,Homo sapiens,None,None,13260290,IC50,TEMSIROLIMUS,KM-H2,CHEMBL2363337,BAO_0000219,6.24,SANGER: Inhibition of human KM-H2 cell growth in a cell viability assay.
CHEMBL614709,Homo sapiens,None,None,13260420,IC50,TEMSIROLIMUS,KM12,CHEMBL2363338,BAO_0000219,6.06,SANGER: Inhibition of human KM12 cell growth in a cell viability assay.
CHEMBL2366296,Homo sapiens,None,None,13260495,IC50,TEMSIROLIMUS,LB373-MEL-D,CHEMBL2363371,BAO_0000219,5.5,SANGER: Inhibition of human LB373-MEL-D cell growth in a cell viability assay.
CHEMBL1075496,Homo sapiens,None,None,13260700,IC50,TEMSIROLIMUS,MDA-MB-157,CHEMBL2363406,BAO_0000219,4.86,SANGER: Inhibition of human MDA-MB-157 cell growth in a cell viability assay.
CHEMBL1075497,Homo sapiens,None,None,13260799,IC50,TEMSIROLIMUS,MDA-MB-175-VII,CHEMBL2363407,BAO_0000219,6.45,SANGER: Inhibition of human MDA-MB-175-VII cell growth in a cell viability assay.
CHEMBL400,Homo sapiens,None,None,13260897,IC50,TEMSIROLIMUS,MDA-MB-231,CHEMBL2363408,BAO_0000219,6.17,SANGER: Inhibition of human MDA-MB-231 cell growth in a cell viability assay.
CHEMBL1075509,Homo sapiens,None,None,13260933,IC50,TEMSIROLIMUS,MSTO-211H,CHEMBL2363443,BAO_0000219,7.22,SANGER: Inhibition of human MSTO-211H cell growth in a cell viability assay.
CHEMBL613835,Homo sapiens,None,None,13261071,IC50,TEMSIROLIMUS,MV4-11,CHEMBL2363444,BAO_0000219,7.72,SANGER: Inhibition of human MV-4-11 cell growth in a cell viability assay.
CHEMBL1075517,Homo sapiens,None,None,13261217,IC50,TEMSIROLIMUS,NCI-H1623,CHEMBL2363479,BAO_0000219,5.89,SANGER: Inhibition of human NCI-H1623 cell growth in a cell viability assay.
CHEMBL2366214,Homo sapiens,None,None,13261356,IC50,TEMSIROLIMUS,NCI-H1648,CHEMBL2363480,BAO_0000219,6.74,SANGER: Inhibition of human NCI-H1648 cell growth in a cell viability assay.
CHEMBL2366141,Homo sapiens,None,None,13261652,IC50,TEMSIROLIMUS,NOS-1,CHEMBL2363561,BAO_0000219,6.14,SANGER: Inhibition of human NOS-1 cell growth in a cell viability assay.
CHEMBL614206,Homo sapiens,None,None,13261791,IC50,TEMSIROLIMUS,NTERA-2-cl-D1,CHEMBL2363562,BAO_0000219,7.68,SANGER: Inhibition of human NTERA-S-cl-D1 cell growth in a cell viability assay.
CHEMBL1075563,Homo sapiens,None,None,13261970,IC50,TEMSIROLIMUS,RERF-LC-MS,CHEMBL2363598,BAO_0000219,6.26,SANGER: Inhibition of human RERF-LC-MS cell growth in a cell viability assay.
CHEMBL2366309,Homo sapiens,None,None,13262213,IC50,TEMSIROLIMUS,SH-4,CHEMBL2363634,BAO_0000219,6.27,SANGER: Inhibition of human SH-4 cell growth in a cell viability assay.
CHEMBL2366071,Homo sapiens,None,None,13262943,IC50,TEMSIROLIMUS,no-10,CHEMBL2363830,BAO_0000219,4.79,SANGER: Inhibition of human no-10 cell growth in a cell viability assay.
CHEMBL614036,Homo sapiens,None,None,13263102,IC50,TEMSIROLIMUS,G-361,CHEMBL2363233,BAO_0000219,6.84,SANGER: Inhibition of human G-361 cell growth in a cell viability assay.
CHEMBL613509,Homo sapiens,None,None,13263185,IC50,TEMSIROLIMUS,G-401,CHEMBL2363234,BAO_0000219,7.05,SANGER: Inhibition of human G-401 cell growth in a cell viability assay.
CHEMBL1075446,Homo sapiens,None,None,13263284,IC50,TEMSIROLIMUS,G-402,CHEMBL2363235,BAO_0000219,5.11,SANGER: Inhibition of human G-402 cell growth in a cell viability assay.
CHEMBL2366139,Homo sapiens,None,None,13263376,IC50,TEMSIROLIMUS,HCE-T,CHEMBL2363269,BAO_0000219,7.31,SANGER: Inhibition of human HCE-T cell growth in a cell viability assay.
CHEMBL394,Homo sapiens,None,None,13263475,IC50,TEMSIROLIMUS,HCT-116,CHEMBL2363270,BAO_0000219,5.47,SANGER: Inhibition of human HCT-116 cell growth in a cell viability assay.
CHEMBL1075477,Homo sapiens,None,None,13263580,IC50,TEMSIROLIMUS,HuP-T3,CHEMBL2363305,BAO_0000219,6.45,SANGER: Inhibition of human HuP-T3 cell growth in a cell viability assay.
CHEMBL1075478,Homo sapiens,None,None,13263679,IC50,TEMSIROLIMUS,HuP-T4,CHEMBL2363306,BAO_0000219,5.57,SANGER: Inhibition of human HuP-T4 cell growth in a cell viability assay.
CHEMBL2366347,Homo sapiens,None,None,13263872,IC50,TEMSIROLIMUS,KMOE-2,CHEMBL2363339,BAO_0000219,6.64,SANGER: Inhibition of human KMOE-2 cell growth in a cell viability assay.
CHEMBL2366099,Homo sapiens,None,None,13264011,IC50,TEMSIROLIMUS,LB771-HNC,CHEMBL2363373,BAO_0000219,6.07,SANGER: Inhibition of human LB771-HNC cell growth in a cell viability assay.
CHEMBL2366222,Homo sapiens,None,None,13264150,IC50,TEMSIROLIMUS,LB831-BLC,CHEMBL2363374,BAO_0000219,6.29,SANGER: Inhibition of human LB831-BLC cell growth in a cell viability assay.
CHEMBL614129,Homo sapiens,None,None,13264311,IC50,TEMSIROLIMUS,MDA-MB-361,CHEMBL2363409,BAO_0000219,5.84,SANGER: Inhibition of human MDA-MB-361 cell growth in a cell viability assay.
CHEMBL1075498,Homo sapiens,None,None,13264410,IC50,TEMSIROLIMUS,MDA-MB-415,CHEMBL2363410,BAO_0000219,7.44,SANGER: Inhibition of human MDA-MB-415 cell growth in a cell viability assay.
CHEMBL2366204,Homo sapiens,None,None,13264518,IC50,TEMSIROLIMUS,MZ1-PC,CHEMBL2363445,BAO_0000219,5.24,SANGER: Inhibition of human MZ1-PC cell growth in a cell viability assay.
CHEMBL2366226,Homo sapiens,None,None,13264657,IC50,TEMSIROLIMUS,MZ2-MEL,CHEMBL2363446,BAO_0000219,7.25,SANGER: Inhibition of human MZ2-MEL cell growth in a cell viability assay.
CHEMBL1075518,Homo sapiens,None,None,13264805,IC50,TEMSIROLIMUS,NCI-H1650,CHEMBL2363481,BAO_0000219,6.26,SANGER: Inhibition of human NCI-H1650 cell growth in a cell viability assay.
CHEMBL1075519,Homo sapiens,None,None,13264904,IC50,TEMSIROLIMUS,NCI-H1651,CHEMBL2363482,BAO_0000219,6.25,SANGER: Inhibition of human NCI-H1651 cell growth in a cell viability assay.
CHEMBL614135,Homo sapiens,None,None,13264960,IC50,TEMSIROLIMUS,NCI-H358,CHEMBL2363526,BAO_0000219,6.88,SANGER: Inhibition of human NCI-H358 cell growth in a cell viability assay.
CHEMBL1075542,Homo sapiens,None,None,13265057,IC50,TEMSIROLIMUS,NCI-H441,CHEMBL2363528,BAO_0000219,5.8,SANGER: Inhibition of human NCI-H441 cell growth in a cell viability assay.
CHEMBL614208,Homo sapiens,None,None,13265209,IC50,TEMSIROLIMUS,NUGC-3,CHEMBL2363563,BAO_0000219,7.63,SANGER: Inhibition of human NUGC-3 cell growth in a cell viability assay.
CHEMBL1075552,Homo sapiens,None,None,13265308,IC50,TEMSIROLIMUS,NY,CHEMBL2363564,BAO_0000219,5.93,SANGER: Inhibition of human NY cell growth in a cell viability assay.
CHEMBL1075553,Homo sapiens,None,None,13265407,IC50,TEMSIROLIMUS,OAW-28,CHEMBL2363565,BAO_0000219,5.14,SANGER: Inhibition of human OAW-28 cell growth in a cell viability assay.
CHEMBL2366078,Homo sapiens,None,None,13265430,IC50,TEMSIROLIMUS,RH-1,CHEMBL2363599,BAO_0000219,6.31,SANGER: Inhibition of human RH-1 cell growth in a cell viability assay.
CHEMBL2366350,Homo sapiens,None,None,13265491,IC50,TEMSIROLIMUS,RH-18,CHEMBL2363600,BAO_0000219,5.52,SANGER: Inhibition of human RH-18 cell growth in a cell viability assay.
CHEMBL614879,Homo sapiens,None,None,13265630,IC50,TEMSIROLIMUS,RKO,CHEMBL2363601,BAO_0000219,6.87,SANGER: Inhibition of human RKO cell growth in a cell viability assay.
CHEMBL612569,Homo sapiens,None,None,13265674,IC50,TEMSIROLIMUS,SHP77,CHEMBL2363635,BAO_0000219,5.33,SANGER: Inhibition of human SHP-77 cell growth in a cell viability assay.
CHEMBL614243,Homo sapiens,None,None,13265927,IC50,TEMSIROLIMUS,SW1088,CHEMBL2363676,BAO_0000219,7.5,SANGER: Inhibition of human SW1088 cell growth in a cell viability assay.
CHEMBL614942,Homo sapiens,None,None,13265988,IC50,TEMSIROLIMUS,SW 1116,CHEMBL2363677,BAO_0000219,5.04,SANGER: Inhibition of human SW1116 cell growth in a cell viability assay.
CHEMBL1075587,Homo sapiens,None,None,13266087,IC50,TEMSIROLIMUS,SW13,CHEMBL2363678,BAO_0000219,6.73,SANGER: Inhibition of human SW13 cell growth in a cell viability assay.
CHEMBL2366245,Homo sapiens,None,None,13266144,IC50,TEMSIROLIMUS,TE-5,CHEMBL2363793,BAO_0000219,6.49,SANGER: Inhibition of human TE-5 cell growth in a cell viability assay.
CHEMBL2366144,Homo sapiens,None,None,13266283,IC50,TEMSIROLIMUS,TE-6,CHEMBL2363794,BAO_0000219,6.72,SANGER: Inhibition of human TE-6 cell growth in a cell viability assay.
CHEMBL2366326,Homo sapiens,None,None,13266406,IC50,TEMSIROLIMUS,no-11,CHEMBL2363831,BAO_0000219,5.44,SANGER: Inhibition of human no-11 cell growth in a cell viability assay.
CHEMBL2366301,Homo sapiens,None,None,13266581,IC50,TEMSIROLIMUS,GAK,CHEMBL2363236,BAO_0000219,5.82,SANGER: Inhibition of human GAK cell growth in a cell viability assay.
CHEMBL1075447,Homo sapiens,None,None,13266680,IC50,TEMSIROLIMUS,GAMG,CHEMBL2363237,BAO_0000219,8.42,SANGER: Inhibition of human GAMG cell growth in a cell viability assay.
CHEMBL612263,Homo sapiens,None,None,13266733,IC50,TEMSIROLIMUS,HCT-15,CHEMBL2363271,BAO_0000219,4.8,SANGER: Inhibition of human HCT-15 cell growth in a cell viability assay.
CHEMBL2366322,Homo sapiens,None,None,13266856,IC50,TEMSIROLIMUS,HD-MY-Z,CHEMBL2363272,BAO_0000219,7.67,SANGER: Inhibition of human HD-MY-Z cell growth in a cell viability assay.
CHEMBL2366366,Homo sapiens,None,None,13266967,IC50,TEMSIROLIMUS,IA-LM,CHEMBL2363307,BAO_0000219,5.72,SANGER: Inhibition of human IA-LM cell growth in a cell viability assay.
CHEMBL1075479,Homo sapiens,None,None,13267066,IC50,TEMSIROLIMUS,IGR-1,CHEMBL2363308,BAO_0000219,6.12,SANGER: Inhibition of human IGR-1 cell growth in a cell viability assay.
CHEMBL2366261,Homo sapiens,None,None,13267221,IC50,TEMSIROLIMUS,KNS-42,CHEMBL2363341,BAO_0000219,6.56,SANGER: Inhibition of human KNS-42 cell growth in a cell viability assay.
CHEMBL2366244,Homo sapiens,None,None,13267282,IC50,TEMSIROLIMUS,KNS-62,CHEMBL2363342,BAO_0000219,7.3,SANGER: Inhibition of human KNS-62 cell growth in a cell viability assay.
CHEMBL614334,Homo sapiens,None,None,13267664,IC50,TEMSIROLIMUS,MDA-MB-453,CHEMBL2363411,BAO_0000219,6.11,SANGER: Inhibition of human MDA-MB-453 cell growth in a cell viability assay.
CHEMBL1075499,Homo sapiens,None,None,13267801,IC50,TEMSIROLIMUS,ME-180,CHEMBL2363413,BAO_0000219,6.96,SANGER: Inhibition of human ME-180 cell growth in a cell viability assay.
CHEMBL2366138,Homo sapiens,None,None,13267958,IC50,TEMSIROLIMUS,MZ7-mel,CHEMBL2363447,BAO_0000219,6.79,SANGER: Inhibition of human MZ7-mel cell growth in a cell viability assay.
CHEMBL613300,Homo sapiens,None,None,13268057,IC50,TEMSIROLIMUS,MeWo,CHEMBL2363448,BAO_0000219,7.31,SANGER: Inhibition of human Mewo cell growth in a cell viability assay.
CHEMBL1075520,Homo sapiens,None,None,13268126,IC50,TEMSIROLIMUS,NCI-H1666,CHEMBL2363483,BAO_0000219,4.25,SANGER: Inhibition of human NCI-H1666 cell growth in a cell viability assay.
CHEMBL1075521,Homo sapiens,None,None,13268222,IC50,TEMSIROLIMUS,NCI-H1693,CHEMBL2363484,BAO_0000219,7.04,SANGER: Inhibition of human NCI-H1693 cell growth in a cell viability assay.
CHEMBL612440,Homo sapiens,None,None,13268356,IC50,TEMSIROLIMUS,NCI-H446,CHEMBL2363529,BAO_0000219,6.51,SANGER: Inhibition of human NCI-H446 cell growth in a cell viability assay.
CHEMBL2366332,Homo sapiens,None,None,13268579,IC50,TEMSIROLIMUS,NCI-H510A,CHEMBL2363531,BAO_0000219,4.92,SANGER: Inhibition of human NCI-H510A cell growth in a cell viability assay.
CHEMBL1075554,Homo sapiens,None,None,13268666,IC50,TEMSIROLIMUS,OAW-42,CHEMBL2363566,BAO_0000219,6.62,SANGER: Inhibition of human OAW-42 cell growth in a cell viability assay.
CHEMBL2366288,Homo sapiens,None,None,13268726,IC50,TEMSIROLIMUS,OC-314,CHEMBL2363567,BAO_0000219,7.75,SANGER: Inhibition of human OC-314 cell growth in a cell viability assay.
CHEMBL1075564,Homo sapiens,None,None,13269020,IC50,TEMSIROLIMUS,RMG-I,CHEMBL2363604,BAO_0000219,5.93,SANGER: Inhibition of human RMG-I cell growth in a cell viability assay.
CHEMBL1075575,Homo sapiens,None,None,13269092,IC50,TEMSIROLIMUS,SJRH30,CHEMBL2363638,BAO_0000219,4.44,SANGER: Inhibition of human SJRH30 cell growth in a cell viability assay.
CHEMBL2366298,Homo sapiens,None,None,13269226,IC50,TEMSIROLIMUS,SJSA-1,CHEMBL2363639,BAO_0000219,6.84,SANGER: Inhibition of human SJSA-1 cell growth in a cell viability assay.
CHEMBL1075588,Homo sapiens,None,None,13269340,IC50,TEMSIROLIMUS,SW1417,CHEMBL2363679,BAO_0000219,4.97,SANGER: Inhibition of human SW1417 cell growth in a cell viability assay.
CHEMBL1075589,Homo sapiens,None,None,13269439,IC50,TEMSIROLIMUS,SW1463,CHEMBL2363680,BAO_0000219,6.15,SANGER: Inhibition of human SW1463 cell growth in a cell viability assay.
CHEMBL2366182,Homo sapiens,None,None,13269581,IC50,TEMSIROLIMUS,TE-8,CHEMBL2363795,BAO_0000219,6.7,SANGER: Inhibition of human TE-8 cell growth in a cell viability assay.
CHEMBL2366147,Homo sapiens,None,None,13269720,IC50,TEMSIROLIMUS,TE-9,CHEMBL2363796,BAO_0000219,5.21,SANGER: Inhibition of human TE-9 cell growth in a cell viability assay.
CHEMBL2366292,Homo sapiens,None,None,13269902,IC50,TEMSIROLIMUS,GB-1,CHEMBL2363238,BAO_0000219,6.27,SANGER: Inhibition of human GB-1 cell growth in a cell viability assay.
CHEMBL2366231,Homo sapiens,None,None,13270077,IC50,TEMSIROLIMUS,HDLM-2,CHEMBL2363273,BAO_0000219,5.93,SANGER: Inhibition of human HDLM-2 cell growth in a cell viability assay.
CHEMBL1075462,Homo sapiens,None,None,13270167,IC50,TEMSIROLIMUS,HEC-1,CHEMBL2363274,BAO_0000219,6.44,SANGER: Inhibition of human HEC-1 cell growth in a cell viability assay.
CHEMBL613984,Homo sapiens,None,None,13270247,IC50,TEMSIROLIMUS,IGROV-1,CHEMBL2363309,BAO_0000219,7.41,SANGER: Inhibition of human IGROV-1 cell growth in a cell viability assay.
CHEMBL2366203,Homo sapiens,None,None,13270503,IC50,TEMSIROLIMUS,KNS-81-FD,CHEMBL2363343,BAO_0000219,6.86,SANGER: Inhibition of human KNS-81-FD cell growth in a cell viability assay.
CHEMBL1075481,Homo sapiens,None,None,13270602,IC50,TEMSIROLIMUS,KOSC-2,CHEMBL2363344,BAO_0000219,6.78,SANGER: Inhibition of human KOSC-2 cell growth in a cell viability assay.
CHEMBL1075482,Homo sapiens,None,None,13270701,IC50,TEMSIROLIMUS,KP-4,CHEMBL2363345,BAO_0000219,6.94,SANGER: Inhibition of human KP-4 cell growth in a cell viability assay.
