target_chembl_id,target_organism,document_journal,document_year,activity_id,standard_type,molecule_pref_name,target_pref_name,assay_chembl_id,bao_format,pchembl_value,assay_description
CHEMBL612545,None,J. Nat. Prod.,2008,2151472,IC50,MICROPEPTIN SD944,Unchecked,CHEMBL930444,BAO_0000019,5.07,Inhibition of trypsin
CHEMBL612545,None,J. Nat. Prod.,2005,2642225,IC50,MICROPEPTIN SD944,Unchecked,CHEMBL1036244,BAO_0000019,5.07,Inhibition of trypsin
