target_chembl_id,target_organism,document_journal,document_year,activity_id,standard_type,molecule_pref_name,target_pref_name,assay_chembl_id,bao_format,pchembl_value,assay_description
CHEMBL3879801,None,J. Nat. Prod.,2006,2548892,IC50,WORTMANNILACTONE C,NON-PROTEIN TARGET,CHEMBL969939,BAO_0000219,4.25,Cytotoxicity against human HCT5 cells
CHEMBL3879801,None,J. Nat. Prod.,2006,2548895,IC50,WORTMANNILACTONE C,NON-PROTEIN TARGET,CHEMBL969940,BAO_0000219,4.28,Cytotoxicity against human HCT115 cells
